username,tweet,twt_source,activity,verified,country,followers,isfake
INCashishsaini,"@IYCJharkhand @IYC @srinivasiyc मैने सुना है मोदी जी का अगला प्लान ये है,
कि #40_अप्रैल को शाम 7 बजे 7 मिनिट तक हवा में चाकू चलाए, 
जिससे कोरोना के हाथ पैर कट जाएंगे, 
और वो तड़प तड़प के मरेगा,
😀 मेरे मन की बात 😀
#ModiKiMKB 
#BJPCoronaCorruption",Normal,Normal,NO,India,High,No
INCashishsaini,"यह बजरबट्टू पश्चिम बंगाल में ममता बनर्जी के खिलाफ धरना दे रहा है जहां कोरोना के 650 मरीज है

खुद के इंदौर में मरीजों का आंकड़ा बारह सौ से पार करने जा रहा है परंतु क्या मजाल जो @KailashOnline वहां दिखा हो
यह भाजपा की इंद्राणी मुखर्जी है
#BJPCoronaCorruption 
#LockdownWithoutPlan https://t.co/bVBq7W9q4s",Normal,Normal,NO,India,High,Yes
INCashishsaini,"@INCIndia विश्व हिन्दू परिषद वाले फलों की दुकानों का हिन्दूकरण कर रहे हैं 
जबकि उस दुकान के सेब कश्मीर के हैं..... 😜😜

#BJPCoronaCorruption 
#LockdownWithoutPlan",Normal,Normal,NO,India,High,Yes
HimanshuS_INC,How disgusting do you have to be to scam the country during a national crisis? #BJPCoronaCorruption,Normal,Normal,NO,India,High,No
HimanshuS_INC,"96% migrant workers did not get rations from the government, 90% did not receive wages during lockdown: survey

#BJPCoronaCorruption  https://t.co/XbibRNzt0F",Normal,Normal,NO,India,High,No
HimanshuS_INC,"यूपी भाजपा सरकार आकंड़ों की बाजीगरी से अपनी सफलता दिखाना चाहती है।
पीलीभीत और बरेली को कोरोना मुक्त घोषित कर दिया।
दोनों जगह मरीज निकल आए।
चल क्या रहा है?
आगरा मॉडल के फ्लॉप होने के बाद भी कोई सबक नहीं लिया।
#BJPCoronaCorruption",Normal,Normal,NO,India,High,No
HimanshuS_INC,"कितनी घटिया बात है कि आपदा के समय में भाजपा सरकारें घोटाले कर रही हैं।
यूपी में ppe किट घोटाला हुआ।
राष्ट्रीय स्तर पर टेस्टिंग किट घोटाला हुआ।
@INCUttarPradesh
#BJPCoronaCorruption https://t.co/7h9hI9jJ2E",Normal,Normal,NO,India,High,Yes
HimanshuS_INC,"Modi, Mahamaari aur Munaafaa❓❓

#BJPCoronaCorruption

https://t.co/kNDgaC60nv",Normal,Normal,NO,India,High,Yes
congress_sikar,"यूपी भाजपा सरकार आकंड़ों की बाजीगरी से अपनी सफलता दिखाना चाहती है।
पीलीभीत और बरेली को कोरोना मुक्त घोषित कर दिया।
दोनों जगह मरीज निकल आए।
चल क्या रहा है?
आगरा मॉडल के फ्लॉप होने के बाद भी कोई सबक नहीं लिया।
#BJPCoronaCorruption",Normal,Normal,NO,India,Medium,No
PraveenaLeo,"मनमोहन सिंह : काम इतना खामोशी से करो कि कामयाबी शोर मचाये.

मौनमोहन मोदी : शोर इतना करो कि उसकी आवाज में पहले वाले की कामयाबी दफन हो जाये क्यूँकि खुद से तो कोई ढंग का काम ही नहीं हो पा रहा....

#BJPCoronaCorruption",Normal,Normal,NO,India,High,Yes
PraveenaLeo,"कोई टास्क दे दो मोईजी। हाथों में खुजली होने लगी है- भक्तगण

#BJPCoronaCorruption https://t.co/Vo2HPNjgHw",Normal,Normal,NO,India,High,Yes
PraveenaLeo,"लॉक डाउन से तो मेरा बहुत पुराना नाता है. मैं तो बचपन से ही लॉक डाउन करना चाहता था. पर मौका अब मिला है ...!!

नरेंद्र भाई फकीर चन्द बापू.!

#BJPCoronaCorruption",Normal,Normal,NO,India,High,Yes
Parweza51997586,#BJPCoronaCorruption,Normal,Normal,NO,India,Low,No
RajbirSinghINC,"आज अगर ये जोड़ी सत्ता में होती,
तो शायद अब दुनिया कोरोना से मुक्त हो रही होती।

#BJPCoronaCorruption https://t.co/O5H4PqLTRB",Normal,Normal,NO,India,High,No
ullah_sadat,"#BJPCoronaCorruption 
#JhootaPatra https://t.co/yjJT0xY07E",Normal,Normal,NO,India,Low,No
sauravsingh_3,"Congress alleges #Corruption in buying #coronavirus testing kits

#Covid_19
#BJPCoronaCorruption

https://t.co/dMasY5EKLo",Normal,Normal,NO,India,High,NO
