username,tweet,twt_source,activity,verified,country,followers,isfake
thefirstindia,"Chief Minister of Karnataka #BSYediyurappa attends video conference meeting of Chief Ministers with Prime Minister #NarendraModi, on #COVID19 situation.

#Coronavirus #Karnataka #PMModi #lockdownhustle #lockdown #Covid_19 https://t.co/Y6lGcn6s0C",Normal,Suspecious,NO,India,High,No
thefirstindia,"All the students returning from #Kota are being facilitated to reach their respective districts. First batch arrived.They ll undergo their administrative quarrantine in their own districts as per protocol.

#kotastudents #lockdownhustle #Lockdown #Coronavirus https://t.co/LXEn456A2k",Normal,Suspecious,NO,India,High,No
thefirstindia,"UP govt bans all public functions till June 30. CM #YogiAdityanath directs officers that no public gathering should be allowed in the state till June 30 amid #CoronavirusOutbreak. 

#UttarPradesh #Lockdown #lockdownhustle #COVIDー19 https://t.co/XbnDMMGzb9",Normal,Suspecious,NO,India,High,No
thefirstindia,"5,913 people have been cured till date resulting in recovery rate of around 22%, which is also better than most of the countries: Health Minister

#Coronavirus #Lockdown #lockdownhustle #COVIDー19 #Covid_19 #CoronaVirusUpdates",Normal,Suspecious,NO,India,High,No
thefirstindia,"Health Minister #HarshVardhan says mortality rate of #COVID19 patients in India is 3.1%, compared to 7% at global level.

#Coronavirus #Lockdown #lockdownhustle #COVIDー19 #Covid_19 #CoronaVirusUpdates https://t.co/6bSCkSwDpK",Normal,Suspecious,NO,India,High,No
YVisualizer,Dating is dead? #lockdownhustle,Normal,Normal,NO,India,Low,No
mandyiter,"When India implemented lockdown in a totally unplanned manner on 22nd March , it still seemed a great decision on that day . Although ,we have not properly utilized this time by doing mass testing and isolation.1/n
#lockdownhustle",Normal,Normal,NO,United States of America,Low,Yes
swatskat,"My proud #BlueTwitter moment snapped during ration distribution drive at Israil Camp, Rangpuri Pahari (containment area) on behalf of the New Delhi district, Govt of Delhi.

#DelhiRelief #DelhiProvides #Covid_19 #lockdownhustle https://t.co/HLnfIJVWsf",Normal,Normal,NO,Vietnam,Medium,No
real_aman27,#lockdown or no lockdown....a mother is nvr off duty !! #lockdownhustle #mondaythoughts #MondayMotivation #MondayMood #MondayVibes #MondayMorning,Normal,Normal,NO,India,Low,Yes
1AshnaJain1,"#lockdownhustle is sweeping, dusting, Netflix and sleeping. Hustling 😂",Normal,Normal,NO,India,Medium,No
EcoWiseWasteMan,"not paying #employees during the lock down means it gives #businesses a better chance to survive &amp; continue to provide employment, create wealth, add to the governments tax kitty &amp; the countries GDP so be it! 
#economy #india #business #industries #lockdownhustle #SME https://t.co/jQhs92bGxx",Normal,Normal,NO,India,Medium,No
ritwik_1987,"Will #KimJungUn be featured on the #CoffinDance videos? Will happily not #uninstallwhatsapp for that even if #VakeelSaab gives me #rs50000 during this #lockdownhustle.
There, that's as many trending # I can integrate within one tweet 😅",Normal,Normal,NO,Vietnam,Medium,Yes
DishaSehrawat,We all have roles to do ...... support each other in this pandemic.#coronavirus #Covid_19 #MondayMotivaton #lockdownhustle #support #spreadpositivity #spreadkindness @narendramodi @AmitShah @ArvindKejriwal @akshaykumar @ShraddhaKapoor https://t.co/9O4pTBoYSt,Normal,Normal,NO,India,Low,No
di_vella,"Quarantine &amp; Chill 😘❤☕😍🍹#Vella_Di_Farm 🎆🎊 #MondayMotivaton #Covid_19
#covidsafe #DateRush #lockdownhustle #wuvแปลว่าlove #Quarantine #India
https://t.co/VvaIZeCiTR",Normal,Normal,NO,India,Medium,No
imKapilyadav7,"#Corona #Covid_19 😊😊
#CoronaWarriors
#lockdownhustle #covidsafe https://t.co/ETUYt8d2XU",Normal,Normal,NO,India,Medium,No
volochain,"Buying and selling are only meant for essential commodities like staple, groceries, fruits &amp; veggies. E-commerce appears in bad shape as nothing is being dispatched since completed lockdown in hotspot zones.
https://t.co/wv4BMYpRre
#lockdownhustle #VirusCorona #COVID2019india https://t.co/ISM2aCfZ48",Normal,Normal,NO,India,Medium,No
Dev99Bisht,#ध्यान_meditation #ध्यान #ओशो #ध्यान #महावीर #सूफी #कवीर #meditation #osho #love #zen #laotzu #budha #ॐ #Sadhguru #ओशो #नानक #yog #COVID19 #covidsafe #lockdownhustle #IndiaFightsCOVID19 https://t.co/bKT4H04ipd,Normal,Normal,NO,India,High,No
JANTV2012,"लॉकडाउन लागू रखने या हटाने को पीएम मोदी की मुख्यमंत्रियों के साथ बैठक
#Lockdown_Tasmac_Permanently 
#lockdownhustle 
#Lockdown2 
#PMModi 
#CoronaWarriors 
#CoronaVirusUpdate 
https://t.co/wTA5I49Ynx https://t.co/gWxZ7VgReQ",Normal,Normal,NO,India,High,No
Apollomedics,"Please join us for a Facebook LIVE Session on ""Relationship, Emotions &amp; Adjustments Through The Lockdown"" by Dr. Shruti Sinha - Psychiatrist, Apollomedics Hospitals.
Mark your calendar - April 28th | 1:30pm
Comment below your queries.
#HealthyRelationship #lockdownhustle #COVID19 https://t.co/ey8AIa6BoX",Normal,Normal,NO,India,Medium,No
numeromoon1,"Best Numerology in Dehradun
What is Numerology, We will explain to you through this video? Contact us: +91-9760121222
Visit: https://t.co/BW5vY348P6
#lockdownhustle
#personalcounseling 
#personalmentalhealth 
#bestcounselerindehradun
#stayhome
#StayHealthy #coronavirus
#lockdown https://t.co/ljUIY4mzQ8",Normal,Normal,NO,India,Low,Yes
Shambhu05,"कोरोना को भगाने का मात्र एक मन्त्र है अगर पूरा विश्व एक साथ इस मन्त्र को पढ़े तो जरुर कोरोना से छुटकारा मिल सकता है l

ॐ त्र्यम्बकं यजामहे
सुगन्धिं पुष्टिवर्धनम् ।
उर्वारुकमिव बन्धनान्
मृत्योर्मुक्षीय मामृतात् ॥

#lockdownhustle",Normal,Normal,NO,India,Medium,Yes
patodia_sumit,"महाभारत में पांडव के बाप का नाम था पाण्डु....
ओर मेरे सारे दोस्त हैं.......
.
.
.
प्यारे प्यारे

#lockdownhustle #CoronaLockdown #lockdown #comedy #ComedyCentral #KapilSharma #FunniestTweets #Funniestmemes #KimJungUn #BrokenButBeautiful #brokenheart #BreakUpSong",Normal,Normal,NO,India,Low,No
patodia_sumit,"kahti thi agar tum mugh se age chale to m kaat dungi..
Muge lga LUDO ki baat kr rhi thi..
😂😂🤣

#lockdownextension #lockdownhustle #KimJungUn #FunniestTweets #Funniestmemes #coronavirus #comedy #KapilSharma #comedycentral",Normal,Normal,NO,India,Low,No
patodia_sumit,"कपड़े धोने के लिए surf लेने गया था...
पुलिस वालों ने कपड़े समेत धो दिया....
🤣😂🤣

#lockdownhustle #lockdown #CoronaLockdown #KimJungUn #BrokenButBeautiful #brokenheart #BreakUpSong #comedy #ComedyCentral #FunniestTweets #Funniestmemes",Normal,Normal,NO,India,Low,No
patodia_sumit,"छोकरी तो पहले ही नही थी...
नौकरी कोरोना ले जाऐगा...

ना नौकरी ना छोकरी

#lockdownhustle #comedy #ComedyCentral #brokenheart #BrokenButBeautiful #KimJungUn #KapilSharma #Corona #BreakUpSong #breakupquotes",Normal,Normal,NO,India,Low,No
patodia_sumit,"Ab to share market bhi gir gya...
Pta nhi wo mere pyar me kab giregi...
😂😂🤣

#lockdownextension #lockdownhustle #KimJungUn #FunniestTweets #Funniestmemes #coronavirus #comedy #KapilSharma #comedycentral",Normal,Normal,NO,India,Low,No
GujratiSagar,"ओ अफवाह उड़ाने वालों उदण्डों,

Hand Wash करना है, Brain Wash नहीं ;) 

#rumours #lockdownhustle #FakeNews",Normal,Normal,NO,India,Low,No
suuvicharr,"The only trustable thing is ________?
Option A
Option B
Option C WhatsApp☑️
Option D
#uninstallwhatsapp #WhatsApp
#lockdownhustle #Engineering
#engineer @engineers_feed @engineeringvids @GhantaVentures @theengineerbroo",Normal,Normal,NO,India,Low,Yes
ChulbulDesign,"e-commerce website only 6999Rs. Hurry Up Contact: https://t.co/wgbgWIMVWN
https://t.co/t7WgGGabwn
#ecommerce #website #online_store
#lockdownhustle #lockdown #business #COVID2019india #StayHomeSaveLives @hqstore @_hopealive @Ameliiasmitth @TheAffPro @AZhyltsova https://t.co/Q1xGSZQna5",Normal,Normal,NO,India,Medium,No
shivendrap50,"Watch: CM Yogi office called BJP MLA Rakesh Rathore to know the public condition in his constituency I.e. Sitapur, MLA Rakesh reply will blow your mind!
#lockdownhustle #covidsafe #COVID19 https://t.co/u78RnAGW1D",Normal,Normal,NO,India,Medium,Yes
airtelkanhaiya,"अब कोरोना कंफ्यूज हो जाएगा घुसना कहाँ से है 🤣🤣
#Covid_19 #coronavirus 
#lockdownhustle https://t.co/T7h9abHIaR",Normal,Normal,NO,India,Low,No
imGurpreetSing,#LaughterInLockdown #CoronavirusLockdown #lockdownhustle https://t.co/JFACCOc4tp,Normal,Normal,NO,India,Medium,No
NewsTimesNetwrk,"India records 1,396 new cases of #COVIDー19 , Country's tally mounts to 27,892

#lockdownhustle 
@MoHFW_INDIA 
https://t.co/IFVd8cqHou",Normal,Normal,NO,India,Medium,No
NewsTimesNetwrk,"#COVIDー19 : Prime Minister Modi to interact with CMs on April 27 to discuss #lockdown exit agenda

#COVID19 #lockdownhustle #covidsafe 
@PMOIndia @UPGovt @MoHFW_INDIA @mishraasukirti @myogiadityanath 
https://t.co/KF5n5LuZkT",Normal,Normal,NO,India,Medium,No
sirohizeal,"मतदान के समय झंडे,टेंपलेट वह चीज सब फ्री में बांटे जाते हैं क्योंकि उस समय जितने की आवश्यकता होती है। हालत राजनीति पार्टियों की। #CoronaLockdown 
#lockdownhustle",Normal,Normal,NO,India,Medium,No
Bantish_bunny,"Airlines sending me “we’re in this together” emails. When my suitcase was 50 KG I was on my own.

#mondaythoughts #MondayMotivation #MondayMood #MondayVibes #covidsafe #COVIDー19 #COVID2019india #lockdownhustle #Lockdown2 #BlackTwitter #BREAKING #positivity  #fun #morning",Normal,Normal,NO,India,Low,No
nitish_jakhar,"My Silence Is Just Another Word For Pain 

#nitish_jakhar 
Believe In Success 👍👍👍 
#mondaythoughts
#SaffronFlag 
#Covid_19 
#COVIDー19 
#StayHomeSaveLives 
#QuarantineLife 
#Quarantine 
#QuarantineDiaries 
#lockdownhustle 
#gerryryan https://t.co/sPUcdEEIat",Normal,Normal,NO,India,Low,Yes
EyoCart,"Did it happen with you!?
#covidsafe #lockdownhustle #survivor2020 #memesdaily https://t.co/V5nZV43CId",Normal,Normal,NO,India,Low,Yes
